text,sentiment
Wow,positive
cool.,positive
never respond ba,negative
fail,negative
suprised.,positive
better and better  FML,positive
i have high cholesterol,negative
unfortunately,negative
cost me a bomb.,negative
happy,positive
you`re just altered forever   Enjoy,positive
miss,negative
Hope your son is okay!,positive
Awesome!,positive
Thanks,positive
stupid.,positive
I missed,negative
really long.,negative
HAPPY MOTHER`S DAY!,positive
witty,positive
"t, my pleasure!!",positive
..I feel so bad,negative
what a great combo!,positive
never a relaxing,negative
Fail.,negative
"You are very sweet,",positive
YAY!,positive
just chilling ou,positive
lure her in,positive
lucky!,positive
great,positive
super hungry,negative
Moses and his girlfriend broke up!,negative
hoping to hear from you all soon,positive
sick,negative
hell ou,negative
Missing,negative
sorry,negative
****.,negative
not gonna win,negative
bad day,negative
stopped,negative
that`s cute.,positive
lucky,positive
Have fun,positive
can`t make it to graduation...,negative
loose,negative
yep nothing better,negative
Honestly,positive
No FUN!,negative
good,positive
not comfortable,negative
They took my property,negative
horrific,negative
_D_ happy birthday,positive
glorious,positive
have fun today,positive
Yay,positive
i love you twitskies,positive
is excited,positive
really cool questions,positive
****,negative
Ouch,negative
unsure,negative
its so painful,negative
thanks,positive
happy,positive
Happy,positive
goodnight!,positive
Ta very much!  Happy B-Day to G-son,positive
killed,negative
Good to see you,positive
better,positive
uni email is helpful..,positive
Choked on her retainers,negative
cool #movie,positive
fun,positive
: i have a crush...,positive
boredom.,negative
ugly,negative
Happy Mothers Day Mum,positive
thanks..,positive
Playing with my puppy,positive
tired,negative
I`m so excited for them!,positive
love your new avatar!,positive
miss,negative
Awesome,positive
Happy Mother`s Day to all you moms out there,positive
**** you ipod for freezing wh,negative
nice weather today in Alex,positive
CONGRATULATIONS,positive
completely happy,positive
Sad But True,negative
. Sad day.....,negative
Good,positive
hope our wishes come true someday.,positive
So booooored,negative
thanks!,positive
Hope,positive
!  ROCK,positive
no more friends,negative
CONGRATS,positive
BIG HUG FOR YOU,positive
watching shows I missed on the ellipital--- love my on-demand!,positive
~Congratulations Daddy,positive
Congrats,positive
sunburn!,negative
I dont think my twitpic is working,negative
Liam peed in the potty!!,negative
.you missed one crazy party,negative
good.,positive
HOMEWORK  BORRIING,negative
miss,negative
miss,negative
"thats not good,",negative
don`t break my heart,negative
happy,positive
Happy Mo,positive
YESSSSS love this,positive
exctied,positive
a nice,positive
Good,positive
Loving,positive
Dreading,negative
Pug just woke me from an incredible sleep!,negative
ha ha funny,positive
drained,negative
great,positive
love,positive
hate biology,negative
What a burden.,negative
horrible,negative
Hoping,positive
wayy better,positive
Ugh,negative
my body isnt itching anymore,positive
"oh, joy. We have the Elmo potty video too.",positive
The newest versions are not any better,negative
wish,positive
fear,negative
.nice,positive
YAY!,positive
Burning,negative
yay,positive
sucks,negative
DAMNIT.,negative
ats charmingly fun,positive
morning twitterbugs...nothing like a loooooooooong lie-in!!,positive
that split second of peace is truly amazing,positive
So exciting,positive
n expert,positive
killed,negative
"headache,",negative
fabulous,positive
im stuck doing projects,negative
glad you could make it,positive
Life Just Isn`t Fair > And I Feel,negative
I dont feel good AT ALL. fuckkk,negative
Happy,positive
Hope,positive
bruise,negative
sucks,negative
"party was awesome. soooo tired, bye. ps: happy momma`s day",positive
"Oh, don`t spoil my fun, lol",negative
Happy,positive
Thanks,positive
i really wish i could.,positive
Mean people suck.,negative
awful!!,negative
forgot,negative
you the the Queen of Sass oh Scenie!!!,positive
running errands with geeta... feeling like i have the plague,negative
NOT helping,negative
my ipod died,negative
Good,positive
i goodnight,positive
scary,negative
Can`t wait to go to bed,positive
I miss you guys,negative
Cancelling my JavaOn,negative
thanks,positive
lovely,positive
Starbucks I`m lovin` it,positive
Oh ****..,negative
I think my modem failed-having pc withdrawals..,negative
I somehow miss you.,negative
never liked that boy,negative
i love to read ur little quotes,positive
sick,negative
aw what`s wrong?,negative
thank`,positive
sick,negative
**** hates goodbyes,negative
glad.,positive
massive headache,negative
the best weekend,positive
Enjoy,positive
tummy monster hates me,negative
Funnily,positive
didn`t get the job,negative
has enjoyed her first day of summer,positive
Thank you,positive
I didn`t buy,negative
wish,positive
friday.....i have nothing to do so sad,negative
yay!,positive
Time for my ritualistic Friday night depression,negative
hurts,negative
Goodnight and Goodbye ?,positive
congratulations`,positive
huge delay,negative
!! LOVE YOU GUY,positive
**** co,negative
I miss you too!!,negative
that sucks!,negative
dead,negative
stressed,negative
ughhh rejected from the 09 mediation program. SUCKSSSS.,negative
dragged,negative
nothing sweeter than,positive
and I luh you tooooo,positive
I just wanna be happy,positive
aww poor precious,negative
thx.,positive
no love,negative
Nothing wrong,positive
good times,positive
good day,positive
death,negative
Nice place,positive
i **** love this showwwww,positive
Fuckingtastic!,negative
I have the best friends,positive
.sorry,negative
great,negative
wishing,positive
unsettled stomach,positive
It`s official nobody is getting a raise this year,negative
I hate packing,negative
best get ready for work  grrr,positive
Aaaaw no!,negative
Happy Mothers Day all!,positive
missing Tim!,negative
happy mother`s day to your moms,positive
broken,negative
Tail between legs!,negative
bad,negative
"Thanks, I love it",positive
I got me a little too much sun today,negative
e love,positive
"Happy Mother`s Day, Kadi!!",positive
loves,positive
your too good,positive
Proudly wa,positive
hate,negative
happy mothers day,positive
miss the Piano.,negative
Cheers.,positive
that`s a good attitude,positive
whenever you are mama!  Let`s do it,positive
t`s freakin` hot and humid today.,negative
I`m here if u need to vent!,positive
borin,negative
Good night you twitter people,positive
Happy,positive
wishes,positive
awesome,positive
Grandmother in car accident,negative
THANKYOU!  <3 iloveyoutwoooo,positive
"congrats,",positive
is sad yo,negative
don`t worry be happy Ryan,positive
s nto as good,negative
happy mother`s day mummy  i love you.,positive
not being nice,negative
wish,positive
SUCK **** NE,negative
I don`t wanna go to work,negative
Perfect. Thank you.,positive
thats a bad start to the day!,negative
insulted.,negative
Charlene my love. I miss you,negative
Hahah. Love them!,positive
feelin right,positive
Just burned my tongue!!,negative
nice,positive
Happy Mother`s Day,positive
.poor girl,negative
You guys are champions of the world,positive
yay!,positive
poor,negative
Dont worry babe,positive
h I LOVE CALI so much,positive
I love how simple my Safari toolbar is!,positive
y excited,positive
I hate this bit,negative
loving,positive
This poor butterfly was dead,negative
yummy.,positive
happy birthday!,positive
stupid headache,negative
I love my puppy,positive
****.,negative
bad,negative
"boredd,",negative
thanks,positive
YEAY!. haha. thank you,positive
love,positive
y missed,negative
Sad,negative
Sorry,negative
I`m not gonna make it this year,negative
It was truly awful,negative
sorry,negative
Field day is sad.,negative
still sick,negative
damned,negative
Error,negative
Cool,positive
right,positive
loadsa shizze has happend  IM SO UPSET..,negative
sorry,negative
happy,positive
sweet situations.,positive
ugh!,negative
dreadful,negative
"Well, at least you wont be late!",negative
good night,positive
well its pouring here. Rly rly wet,negative
. haha,positive
one of the saddest songs,negative
tired,negative
Happy,positive
YAY!!!,positive
Well goodnight all my twitter bugs sleep well,positive
that was awesome!!,positive
Joe and I loveee you.,positive
I`m terrified about the surgery next week,negative
awesome,positive
good,positive
grimmy,negative
Miss the newest version on Glade on Debian..,negative
learn,positive
sooooooo sad!!!,negative
happy,positive
hurts.,negative
I hate it when that happens.,negative
Sneezing hurts my back.,negative
i`m sorry to hear that,negative
sad,negative
at least after this you`ll be done!!,positive
love,positive
Hope Fl,positive
That doesn`t sound fun,negative
gd,positive
I dont like it,negative
. he`s mad at us.,negative
mean,negative
Don`t really wanna go school on Monday to be honest,negative
good,positive
wtf,negative
gosh! i`m freakin` bored!,negative
I do amazing at,positive
Idk. I`m only a stupid 7th Grader,negative
"Yum,",positive
Thanks,positive
sucks,negative
thanks,positive
ahh I hate being sick,negative
R.i.p. to,negative
thank you!,positive
happy,positive
YES!!! haahaaa.! break out the jellybeaniesss!,positive
happy birthday!!,positive
THANKS!,positive
wasn`t much of a debate,negative
hurt,negative
headache,negative
today has not started out very well,negative
doesn`t sound like fun,negative
iloveyoumoreeee,positive
nope!,negative
goooooooooooooooooooooooood,positive
love,positive
sorry.,negative
awesome,positive
interesting.,positive
thanks,positive
lonesome,negative
I LOVE TWILIGHT !!!,positive
wish i was 17 again,positive
Loving,positive
sooo in love..,positive
sad,negative
too hot!!,negative
amazing,positive
awesome,positive
pleeeease,positive
"im in pain, ****",negative
sad,negative
Goodmorning,positive
I <3 my blackberry,positive
have no money.,negative
loves,positive
SO BAD.,negative
thanks!,positive
Is in serious pain.,negative
failed,negative
burning,negative
I`m kinda glad,positive
Hoping,positive
"nothing  it`s sad,",negative
nerd,negative
angry,negative
Seriously though. Amazing night.,positive
hates,negative
there wasn`t enough room for me,negative
happy,positive
happy mommy day Teens-thanks FFF,positive
special,positive
Is too much of a bro,negative
goodnight to all,positive
o help,positive
good,positive
Shock horror.,negative
thanks,positive
God **** you Twitter!!!,negative
poor,negative
cool..,positive
thanks to,positive
Listening to my favourite song..,positive
Ohhhhh what a line,positive
Happy,positive
strikes,negative
fighting,negative
Great job!,positive
ughhhhhh,negative
ah **** ... my chest hurts now,negative
*weeps,negative
Seeing my brother graduate tomorrow. Should be fun.,positive
Well done.,positive
the worst kind of news,negative
i can`t sleep.  amp.,negative
sad...,negative
make me feel really unpopular,negative
Darn.,negative
miss,negative
worst,negative
awesome!,positive
Good B-movie..,positive
Will miss nostalgia ..,negative
delcious,positive
I love cute stuff!,positive
Feels good,positive
doesnt want exams next week,negative
hate,negative
good evening,positive
Oh yeaah.  we`ll still be bffs  aha _marie.,positive
enough mushy family talk.,negative
I can`t upload,negative
broke..,negative
bored..,negative
"honestly last night was amazing, everything was perfect",positive
Trouble,negative
discouraged,negative
my latest obession.,positive
yum!,positive
Why isnt my internet working,negative
Happy,positive
I feel like poop. I hate being sick,negative
? Haha too early.,positive
Dead,negative
Is sad th,negative
dam,negative
ashamed,negative
fun,positive
Blinded again,negative
That drives me nuts.,negative
Tonight`s SNL does not dissapoint.,negative
great,positive
loves,positive
GOOD LUCK ON FINALS EVERYONE!!,positive
") Really awesome quality, actually.",positive
sucks.,negative
hehe,positive
wish,positive
sad,negative
loves,positive
get well soon,positive
Good morning!,positive
It`s so cold,negative
Clever,positive
definately,positive
I am sorry.,negative
Honored,positive
Chillin,positive
I really don`t like this weather,negative
yay!,positive
honestly i cannot figure this twitter thing out,negative
*happy to help*,positive
Missed the hello kitty,negative
relaxing,positive
I`m so happy!,positive
wish,positive
Really tired,negative
problem,negative
bored.,negative
Ew!!,negative
fault,negative
have a good show,positive
unfortunately,negative
is resting. ahhhhh. I feel good,positive
Morning,positive
that sounds delicious,positive
bad news.,negative
SOunds goood!,positive
"is Chillin`,",positive
Well hello twitters,positive
hope,positive
kind,positive
Reds win! Great end to a great day,positive
beware.,negative
PRETTY! I hope I win,positive
soo tired.. still kinda angry that i missed the concert,negative
Enjoying my weekend with my sis  ****,positive
Last free Friday.,negative
very boring,negative
FINALLY GOT THE BIKE I WANTED!,positive
miss,negative
Good,positive
funty!,positive
freezing!,negative
whats wrong?,negative
No problem.,positive
forget,negative
bless her. She`s one of my faves,positive
I`m good,positive
Ouchhhhhh I burnt my frkn tongue,negative
Goodnight all,positive
great song,positive
hoping,positive
feeling the need for more advil.,negative
lonely,negative
Hulu Desktop looks nice,positive
suck,negative
Thanks,positive
had a good ab,positive
goodbye,positive
horrible.,negative
Nothing good,negative
cant wait,positive
best,positive
do basically nothing,negative
feels at home to be back at church,positive
cute dress,positive
Sorry,negative
no fair,negative
is thrilled prom went well,positive
LOL!  Too true,positive
welcome,positive
good afternoon.,positive
misses,negative
thanks Janis,positive
Yummm,positive
hope,positive
Happy mothers day in 25 minutes everyone,positive
Thanks!,positive
Hope you mom is okay,positive
had an orgasmic sandwich,positive
Glad everything`s good.,positive
misses driving already,negative
OMG that is toooo funny!,positive
poor,negative
all systems up and running smoothly,positive
Thanks amigo!,positive
**** QW,negative
Unfortunately,negative
Feeling lonely and in need a a good friend,negative
freaking awesome,positive
thanx  your THE awesome!,positive
Those suck so bad.,negative
..hope you are well!,positive
best,positive
not funny,negative
Good one,positive
much better,positive
bummed,negative
thank you.,positive
has lost all old replies.,negative
Exams tomorrow,negative
belly ache...,negative
Nice,positive
thanx,positive
missing,negative
Lucky...and a wife who loves me.,positive
hate,negative
lets partyyyyy!,positive
love,positive
sneezy to,negative
im so sick,negative
i wanted to go,positive
HAPPY MOTHER`S DAY!!,positive
going to church  god bless you all.,positive
bloody,negative
"tired and bored,",negative
great week!,positive
That sucks,negative
I had fun this summer,positive
ignored,negative
thank you,positive
Thanks for remembering,positive
has a headache already?,negative
you`re a big man for embracing your tears,positive
I hate this weather  i wanna bake,negative
acting weird,negative
Thanks,positive
o i hate revision,negative
helping,positive
.yummmmy!,positive
thank you so much,positive
"_OfOz cool, catch you laterz!!!",positive
welcome,positive
****,negative
SHAME,negative
thx,positive
hate,negative
sucks,negative
Prom was awesome.,positive
Congrats!,positive
Yeah i like it,positive
"i misss my phone,",negative
great thank you,positive
dnt feel well,negative
Stupid Twitter - now I`m faceless ...,negative
missing my numero uno,negative
AHH Im going crazy.,negative
hate,negative
ouch acid reflux hurt,negative
"Ugh,",negative
Happy,positive
Smile. Everything worked out.,positive
Messed,negative
great,positive
priceless memories,positive
that sucks man,negative
sorry,negative
should be working!!,positive
i feel like dyeing right now...,negative
loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!,positive
Night love.,positive
dieing,negative
happy mothers day!!,positive
I love DVR!,positive
huge achievement,positive
i have no money,negative
why does my life suck?,negative
victims,negative
Blushing,positive
awesome.,positive
.sadly,negative
mmmm... looks so yummy! good seeing u,positive
bomb!,positive
projects suck,negative
that was reallly good,positive
I hate that place!,negative
i miss yoooooooooooooooooooou,negative
brilliant,positive
****,negative
good,positive
thank,positive
has found a free wifi point ... and it`s sunny,positive
Good Morning! Hope you have a great day!!,positive
LOL we`re such twitter addicts,positive
Love it.!,positive
I was not hugged,negative
Good Mo,positive
miss,negative
_violence,negative
****,negative
hacked,negative
Ugh. Kinda bored.,negative
Mom has left... again,negative
I am so sorry.,negative
missing someone!!!!,negative
Can`t wait,positive
its awful,negative
hahaha!,positive
the definition of true beauty,positive
back to work.. with no distractions..,positive
loves,positive
s not good,negative
oh hahah thats ok then,positive
Time to get purrtty. *wink*,positive
headaaaaaaaaaaaache,negative
happy mothers day,positive
- i like Mr Piggls I mean Pickles!!,positive
"Hey Girlie, How are you doing?",positive
happy!,positive
love,positive
blessed,positive
sad assembly  next block,negative
missing out on all the sunshine!,negative
upset,negative
afraid,negative
hurts..,negative
enjoy,positive
epic,positive
happiness!,positive
My throat hurts,negative
Goodnight,positive
lame.,negative
no labels?  Sorry I know I`m really needy.,negative
shannon Happy Birthday!!!!,positive
and its over now,negative
Legs are hurting because I was standing up all day.,negative
really bad,negative
for a fun group,positive
Is losing money in Vegas...,negative
stupid,negative
He is so silly.,negative
it feels like ages away!,negative
you are a good child.,positive
addicted,negative
Be beautiful,positive
i cannot deal,negative
hate,negative
im bored.,negative
happy mothers day,positive
bestest,positive
hate,negative
that is really brilliant!,positive
awkwardly.,negative
good,positive
pain,negative
thanks,positive
sick,negative
shes so cute when shes sleepy,positive
yuck,negative
genius,positive
My truss failing,negative
"BAH,",negative
you are adorable,positive
awesome!,positive
I am so sorry!!  That really sucks,negative
Crappy,negative
goodnight,positive
o lazy,negative
Yay,positive
HAPPY MOTHER`S DAY !!,positive
i lovebank holiday mondays,positive
having bad day,negative
Thanks,positive
fun day,positive
goodgirl,positive
miss,negative
good,positive
Im bored,negative
nice,positive
love,positive
Love it,positive
My car is broken.,negative
Poor,negative
I have been sick,negative
forgot,negative
I hope so!,positive
not so well ri,negative
?  sorr,negative
doesn`t make up,negative
missed,negative
died,negative
hurts!,negative
i hope my morning show doesn`t get cancelled!,positive
**** these xams!!,negative
Going to bed. Goodnight!  x,positive
Hopefully,positive
mine too <3,positive
wouldn`t help.,negative
welcome!,positive
down.,negative
"Surprisingly (perhaps), it`s good",positive
damp.,negative
shame.,negative
Cool!,positive
Missin my boo,negative
luckiest girl,positive
Lovely walk this morning with the missus; drizzle didn`t matter,positive
Goodnight twitter world!,positive
pissing,negative
s wrong,negative
good,positive
Hurt,negative
Chillin on here,positive
fail,negative
I feel really feckin tired,negative
stuck,negative
That sucks.,negative
one of the best shows on earth,positive
I`m proud of You,positive
e joy,positive
mummy you are the best,positive
Ohhhhh how I miss the Brunch,negative
ies fan also! Boo Ho,positive
Thanx,positive
great actress,positive
I hope so,positive
sorry.,negative
hard.,negative
two of my favourite,positive
miss,negative
Happy,positive
good,positive
No but this is our poor week,negative
why am i up so early,negative
not having any luck,negative
no go,negative
finally arrived!,positive
thank,positive
! tear,negative
happy,positive
I can`t be mean without you.,negative
tired.,negative
tired,negative
Did not disappoint!  5 star!!,positive
wondering,positive
starving,negative
dying,negative
Great cover,positive
Rejecting,negative
HAPPY MOTHER`S DAYYY!,positive
Im glad to entertain ye,positive
better,positive
thanks,positive
Awwww,negative
anerexic,negative
Happy,positive
i feel like I`m on house arrest.,negative
sorry to hear that,negative
awe thanks,positive
hurting.,negative
* I`m glad,positive
LOVE,positive
funnyy!,positive
Awwwwwwww man my baby dried up.,negative
dope background,positive
Roommate is sssnoring :/ And my throat is so dry,negative
sick on wifes bday=,negative
Miss,negative
nice.,positive
outsider..,negative
"I love Mindy, She is my favorite employee",positive
Man with a great sense of humour..,positive
sad,negative
Happy,positive
aww bless her  give her a chance ..,positive
my new picture won`t upload!!!,negative
kicked,negative
have a nice day,positive
love it!,positive
burned,negative
thank you. We had a blast,positive
"Happy Mother`s Day,",positive
I love your tweets... Your sweet,positive
ugly.,negative
gooooood morning,positive
goodnight,positive
surgury after heart attack,negative
I miss you,negative
Daddy just left.................without me  http://yfrog.com/13pdrmj,negative
I`m really happy...and drunk  but really happy,positive
"sorry,",negative
i didnt get the joke,negative
Happy mama`s day to all the mamas.,positive
Looking forward,positive
So sad,negative
awful.,negative
Not that funny!,negative
commands,negative
wtf,negative
Little desire to do it all.,negative
i take it you`re not a fan,negative
Sad babies,negative
Dude you are awesome,positive
"fantastic,",positive
hate,negative
"Awww, thanks Jon!  I appreciate that",positive
good,positive
.im greeting in advance! haha,positive
have a safe flight...,positive
enjoying life  partying tonight.,positive
not fun,negative
sorry,negative
HAPPY,positive
love,positive
cancelled on me,negative
I am glad you are getting into your twittering,positive
I miss nicc today.,negative
Beautiful!,positive
discover a whole new beautiful you,positive
SUCKS!!,negative
yay!,positive
ahh i love u! u got a twitterrr,positive
Ugh... Waiting.... Interminable...,negative
Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,negative
awesome,positive
Just paid my bills now I have no money,negative
Oh yess,positive
enjoys,positive
sad,negative
cute..,positive
I don`t know how to quit you-b,negative
m bored,negative
hope,positive
I love yo,positive
Good,positive
bad,negative
i`m lonely.  i need some hug.,negative
burned,negative
hurt,negative
Thanks!,positive
wooo...my luck is done,negative
happy mothers day to,positive
do not feel good,negative
"rocks,",positive
woo!,positive
Sweet!,positive
suck it up,negative
what`s going on sweetheart?,positive
phone does not work,negative
not good enough,negative
.sweet dreams.,positive
I`m sick!  it sucks!,negative
love yo,positive
plus.. janessa hurt my feelings,negative
Gahh ! This weather sucksss !,negative
no party this weekend,negative
Damnit.,negative
Thanks,positive
that`s bad luck!,negative
oh no! Poor thing keep us posted.,negative
that`s right,positive
uuuugh,negative
Thank you.,positive
want to go back,positive
accomplish a **** thing.,negative
wish,positive
dissapointment,negative
goodness,positive
sick.,negative
feels guility,negative
i`m nerrrvous,negative
I don`t find this stuff amusing,negative
thanks,positive
congratulations!,positive
really sick,negative
gloomy,negative
Happy Mother`s Day,positive
love,positive
unappealing,negative
lifesaver:,positive
like,positive
thanks,positive
interesting,positive
dont want to go into work,negative
Has a bad headache,negative
Thanks!,positive
more and more excited,positive
Gmorning,positive
"r fevered imagination,",negative
best excited,positive
really gooood,positive
HAPPY,positive
bored,negative
is picking up!,positive
Happy,positive
nice,positive
wishes her love was coming home,positive
do NOT feel good,negative
special!,positive
honest,positive
Wow.. TAGers ROCK!!!  Awesome performance,positive
That`s very nice of him.,positive
thanks!,positive
IT DIDN`T WORK,negative
Happy Mothers Day to all the Mommies!,positive
beauty,positive
good luck tomorrow,positive
yah haha,positive
never becomes familiar,negative
wants to hang out with friends SOON!,positive
is incredibly worried about Stanley...,negative
mean,negative
nice,positive
Boreedd,negative
ridiculously,negative
Kinda may have chickened out..,negative
you`ve gotten better,positive
This palmade stuffs pretty cool,positive
saddest,negative
confusing!,negative
love,positive
decrease,negative
feel dpressed,negative
"hahahahaha,",positive
Happy Mothers Day,positive
i`m SO full,negative
sorry about,negative
sloooooooooowlyyyyyyyyyyyyy,negative
shame,negative
hate,negative
I feel like I have to throw up.,negative
"yea it looks good,",positive
Good Luck.,positive
welcome!,positive
Lovin`,positive
Miss,negative
Chilling,positive
"Hey, nothing wrong with that!",positive
you didn`t do anything wrong.,positive
impressed,positive
Gotta miss baseball,negative
waaa th,negative
l sorry,negative
love,positive
im SOOOOO hungry&i miss alaska,negative
Daaaaang.,negative
thank,positive
. Lover,positive
no fun,negative
yes they ARE!!,positive
thanks so much!,positive
he BEST!,positive
how was a success.,positive
i`m gonna miss you. ily<,positive
weirdos,negative
cute,positive
"congratulations,",positive
june gloom has arrived,negative
You`re welcome.,positive
happy **** ****!,positive
fab.,positive
greeting again every momma : Happy Momma`s Day!,positive
an idiot..,negative
", **** off! I`m stuck in",negative
finally got to see you,positive
the there`s confuse me,negative
i miss my husband,negative
"ur welcome, sweet dreams!",positive
I hate crowds,negative
good,positive
sad!,negative
worried,negative
"cool beans,",positive
Goood,positive
happy Mother`s Day,positive
broke,negative
Happy Mo,positive
High  Yay!,positive
That`s gorgeous.,positive
i like,positive
not convinced,negative
awesome!,positive
cries,negative
Greastest Hits,positive
I hate it,negative
dead,negative
sorry you`re feeling under!,negative
cute,positive
I love,positive
awful,negative
feel sooo bad,negative
****,negative
"Germany loves you,",positive
haha,positive
I`m bored at work,negative
lonley,positive
cute,positive
headache.,negative
i have runny nose... i can`t breathe.. terrible feeling...,negative
What a fun night,positive
love,positive
Stupid,negative
Im really excited! cant wait,positive
I miss my baby,positive
i do not feel missed.,positive
Thank you for the follow friday love,positive
Someone keyed my car.,negative
im bored,negative
great,positive
Good,positive
really appreciate,positive
Packing  I don`t like it..,negative
ignore,negative
Mourning,negative
happy,positive
leaving now  dont miss me too much tweetbeaks <3,negative
Sorry,negative
Thanks,positive
making me a sick panda,negative
tonight is a good night,positive
d stinks,negative
ughhhhhhhh i don`t feel good,negative
I might give it another go.,positive
hurting,negative
"happier,",positive
DANG,negative
Goodmorning,positive
not good,negative
Happy moms day,positive
we are winners!!,positive
"Yaaaaaaay,",positive
never answer me back,negative
boring,negative
A very special HAPPY MOTHER`S DAY to all Mommies!,positive
y I ho,positive
are so slow!,negative
"finally, so nice",positive
not feeling well.,negative
brave,positive
Sounds like you got a fan,positive
st jokin,positive
great,positive
sick,negative
nice,positive
..i`m just tired..,negative
woohoo!,positive
bored.,negative
amazing,positive
"ugh,",negative
cute!,positive
Happy mothers dayyy,positive
really desappointed..,negative
i loooooove,positive
fun,positive
regretting,negative
she`s doing good!,positive
hate,negative
beautiful day,positive
****..,negative
Wish I was in Chicago.,positive
laugh,positive
love,positive
sigh),negative
I dont want to be ugly,negative
Im glad i can make sumone smile,positive
HATE,negative
ooo how i love a bank holiday  x,positive
**** night.,negative
good,positive
that really hurt!!!,negative
is thinking WOW,positive
If my phone dies I will die too!,negative
miss,negative
g embarrassing,negative
good,positive
futile!,negative
happy,positive
we havent talked in like 3 days!,negative
No money,negative
love.,positive
Happy,positive
Perfect! Thank you.,positive
i hope you feel better,positive
great show today,positive
my memory sucks.,negative
hurting..,negative
Oops,negative
happy,positive
It didn`t listen,negative
"I will, n btw happy mothers day sissy",positive
thanks,positive
You are welcome.,positive
love,positive
RIOT!,negative
Grrr.,negative
hey thanks mate,positive
hurts,negative
hurt,negative
pretty,positive
I have too much homework to do today,negative
depressed;,negative
...there are many cool,positive
good,positive
happy,positive
great mood!,positive
Snap.,negative
good time,positive
Good movie.,positive
finally gone!!!,positive
RIP Michael,negative
miss,negative
SICK again,negative
darn,negative
fabulous.,positive
"feels very, very rough!",negative
great,positive
add me up: http://profiles.friendster.com/americanidolislove  friendster.,positive
you got ittt!,positive
Sowwy!,negative
Disappointment really sucks!,negative
great day,positive
Healthy,positive
I am totally knackered,negative
it just might work.,positive
stuck,negative
INconvenient...,negative
Thanks,positive
gahh!!,negative
happy,positive
Nofair!,negative
That is really sad,negative
IIII know!!! and mean,positive
Good times,positive
iPhone just fell,negative
you don`t do sympathy very well,negative
bulky,negative
sore,negative
Good morning,positive
thank,positive
slow answerer!,negative
Good morning,positive
happy birthday!,positive
super,positive
let`s hope so,positive
is very bad.-,negative
happy,positive
you`re everything to me DE,positive
Thanks so much,positive
bang!,positive
Good luck!,positive
So bored in chem n im super hungry! Ugh,negative
cute!,positive
"greaaat,",positive
much hotter,negative
enjoy,positive
such a horrible dayy,negative
So sorry about,negative
May,positive
Happy,positive
Thanks 4 The Advice & Support,positive
sooo bad..,negative
Yay!,positive
They look stumpy..,negative
BAH,negative
Happy,positive
ridiculous,negative
jittery and upset,negative
y u gotta say all that,negative
I hate you,negative
blew,negative
whooaaa. just got an overwheolming itus attack after eating,positive
NICE,positive
! whoop!!!,positive
didnt do anything exciting..,negative
don`t feel good!!!!!,negative
fun,positive
Cannot,negative
loses,negative
thanks,positive
i dont want the seniors to leave,positive
sucks,negative
Happy Mother`s Day,positive
lmao back in queens now,positive
love,positive
bad,negative
mother of all bad days,negative
That`s cool!,positive
thank you my love,positive
i`m still sick,negative
best,positive
we win,positive
funny.,positive
Stunning,positive
happy,positive
excellent,positive
anticipating a tough day ahead,negative
Happ,positive
HAPPY!,positive
Happy,positive
happy,positive
nice!,positive
limp,negative
good morning/m,positive
"its cool, and thats good",positive
honored!,positive
Charley horses in both legs all night. What the ****?,negative
where`s enthusiasm in meeeee,negative
"don`t worry though,he will be fine",positive
Thanks you!!,positive
Good,positive
No FAIR!,negative
bored,negative
It`s a shame,negative
i dont like funerals,negative
Just got home  interesting night,positive
head hurt,negative
thnx,positive
cried,negative
Good.,positive
excited,positive
has such a freakin migraine,negative
There`s a spider in my room. Save me...,negative
Had a ton of fun,positive
sick,negative
really good,positive
yummy,positive
soooo fun.,positive
havin fun?,positive
I appreciate you,positive
sucks,negative
I`m so hungry,negative
My eyes hurt,negative
My TI89 died.,negative
unemployment line here i come.,negative
bad mood now,negative
poor boy,negative
thats great,positive
May,positive
Goodnight,positive
sorry,negative
headaches,negative
lucky!,positive
all my files got deleted,negative
welcome.,positive
Looks good,positive
"Oh whoops, my bad",negative
fun,positive
Relaxing,positive
miss,negative
MISS,negative
CongratulationS.,positive
happy,positive
Traffic is down to a crawl,negative
"sad,",negative
thanks,positive
sick,negative
i`m a little jealous,negative
Apple is also rotten in,negative
headache,negative
gooood,positive
THANKS,positive
bored.,negative
love,positive
hate,negative
poked,negative
lol,positive
Thank you very much Rex for FF,positive
good topics.,positive
lol. SWEET YEAR  haha,positive
hey beautiful,positive
i really miss my satan kitty,negative
Goodnight,positive
still aint get,negative
knows its all going to sort itself out,positive
forgot,negative
Stupid sun,negative
wtf,negative
depressed,negative
I`m tired..,negative
s real geek talk!,positive
aww that is sad,negative
there`s no food,negative
headache,negative
I absolutely LOVE you.  Thanks,positive
Don`t leave forever! We`ll miss you too much,negative
broke,negative
Defeated,negative
fine,positive
kill,negative
Happy,positive
Happy,positive
#NAME?,positive
Thank you,positive
I miss the seniors already,negative
! That`s sad,negative
so good?,positive
#NAME?,positive
HAPPY,positive
Makes me wish,negative
Welcome,positive
t enjoy,positive
Just got home from another amazing night,positive
horrible.,negative
Happy,positive
Stomachace...,negative
super bored,negative
sick,negative
